grupo,codigo,ref_oem,desc_e_aplicacoes,pagina
BUCHA,14005,82 388 433,Bucha externa da bandeja da suspensão dianteira 164 - 87/92 164 - 3.0 Turbo V6 87/92,53
BUCHA,15001,OS083 34 840,B Bucha dianteira da bandeja superior suspensão dianteira Topic 93/06 CF 2502 Bucha da bandeja superior suspensão dianteira Towner 93/99,53
BUCHA,21933A,,1K0 407 182 Bucha dianteira da bandeja suspensão dianteira A3 - 05...,53
BUCHA,20151,,4D0 407 181 F Bucha dianteira da bandeja suspensão dianteira A4 - 97... A6 - 97... A8 - 97...,53
BUCHA,20216,,4D0 407 181 P Bucha traseira da bandeja suspensão dianteira A4 - 97... A6 - 97... A8 - 97...,54
BUCHA,20028,811 511 183,Bucha da suspensão traseira A80 até 91,54
BUCHA,16013,3332 1138 722,Bucha elástica do braço suspensão traseira Série 3 (E36) CF 7502 A T 112 909 070 Bucha dianteira da bandeja suspensão dianteira Pick-Up 08/12 Van Passag. 08/12 Junior 08/12 CF 7902 TT 1129 090 70 Bucha dianteira da bandeja suspensão dianteira Tiggo 09...,54
BUCHA,20216A,,4D0 407 182 E Bucha traseira da bandeja suspensão dianteira A4 - 97... A6 - 97... A8 - 97... BMW,54
BUCHA,16013A,3332 1095 631,Bucha elástica do braço suspensão traseira Série 5 (E34/39) Série 7 (E38/65/66) CHERY CF 7901 A132 906 020 Bucha traseira da bandeja suspensão dianteira Tiggo 09... (11),54
BUCHA,20024,,4DO 407 515 C Bucha do braço (dianteira/traseira) suspensão dianteira A4 - 97... A6 - 97... A8 - 97...,54
BUCHA,16017,311 290 59 288,Bucha da bandeja suspensão dianteira Série 3 (E36) 91/98,54
BUCHA,16014,3332 1092 247,Bucha superior externa suspensão traseira 316/318/320/325 328/M3 (E36/Z3) 3.2 91/98 CF 043 357 407 182 Bucha dianteira da bandeja suspensão dianteira Celler 15... CHRYSLER,54
BUCHA,20027,,8DO 501 541 D Bucha do Eixo Traseiro A4,54
BUCHA,16018,,- LD 16019 - LE Bucha (coxim) da bandeja suspensão dianteira Série 3 (E46) 98/05,54
BUCHA,16020,311 211 30 587,Bucha da bandeja suspensão dianteira 524/525 530/540 730/735 CF 042 B 357 407 181 E Bucha traseira da bandeja suspensão dianteira Celler 15...,54
BUCHA,19062,4 509 179,Bucha dianteira da bandeja inferior suspensão dianteira Neon 95/99,54
BUCHA,16338,,- LD 16337 - LE Bucha (coxim) da bandeja suspensão dianteira Z3 - 96/02 CF 7502 A T 112 909 070 Bucha dianteira da bandeja suspensão dianteira QQ 11...,54
BUCHA,19063,4 626 447,Bucha traseira da bandeja inferior suspensão dianteira Neon 95/99,54
BUCHA,20210,,8A0 501 541 Bucha do Eixo Traseiro A80 - 91... CF 6300 da Bucha da bieleta da barra estabilizadora suspensão dianteira Série 3 até 98 (316/318/325) M3 até 98 Z3 até 98 CHANA,54
BUCHA,25026A,3523 98,Bucha (ventilada) dianteira da bandeja suspensão dianteira C3 - 02...,55
BUCHA,25031A,3523 92,Bucha traseira bandeja suspensão dianteira (14mm) AHCUB C4 - 04...,55
BUCHA,10071,130 464 0080,Bucha traseira do feixe de molas suspensão traseira Jumper 94... 54,55
BUCHA,25014,1809 04,Bucha do suporte dian. traseiro do motor central Berlingo 96... Xsara 98/04 Xsara Picasso 01/12 ZX 91/98,55
BUCHA,25025,3523 99,Bucha traseira da bandeja suspensão dianteira C3 - 02... CF 3605 3523 84 Bucha dianteira da bandeja suspensão dianteira C5 tds,55
BUCHA,25021,,Bucha traseira bandeja suspensão dianteira LD/E Xantia 95...,55
BUCHA,25015,1809 16,Bucha do suporte do motor LD (70mm) Berlingo 96... Xantia 93/00 Xsara Picasso 01/12 ZX 91/98,55
BUCHA,25025A,3523 99,A Bucha traseira da bandeja suspensão dianteira C3 - 02...,55
BUCHA,25117,3523 95,Bucha (coxim) traseira da bandeja suspensão dianteira C5 tds CF 3604 96 083 570 Bucha central do braço suspensão dianteira Xantia 93...,55
BUCHA,25009,1809 040,Bucha da haste articulação do Berlingo 98... Xsara 98... ZX 92...,55
BUCHA,25015A,1807 16,Bucha da suporte do motor LD (65mm) Berlingo 96… Xantia 93/00 Xsara Picasso ZX 91/98,55
BUCHA,25032,5131,C1 Bucha do eixo suspensão traseira C3 - 02... C4 Pallas 08... C4 Hatch 09... CF 1657 130 050 7080 Bucha dianteira da bandeja suspensão dianteira Jumper 94/01,55
BUCHA,25024,,- LD 25023 - LE Bucha (coxim) externo do braço suspensão dianteira Xantia 93/00,55
BUCHA,10070,130 464 1080,Bucha dianteira do feixe de molas suspensão traseira Jumper 94...,55
BUCHA,32966,90 193 117,Bucha dianteira da bandeja suspensão dianteira Espero até 97,55
BUCHA,32965B,52 269 206,Bucha (coxim) traseira da bandeja suspensão dianteira Espero até 97 CF 5700 52 037 673 Bucha da bandeja superior suspensão dianteira Dakota V6/8 2.5 4x2 95... CF 7502 A T 112 909 070 Bucha dianteira da bandeja suspensão dianteira Carrier Pick-Up 10/15 Van X-PV 16...,56
BUCHA,11002,46 420 429,Bucha do suporte superior do motor Brava 99/03 Marea 99... CF 1639 46 421 522 Bucha dianteira da bandeja suspensão dianteira Doblò 02/04 Palio 96/11 P a li o W e e k end S ie n a 98 / 1 1 Strada 99/04,56
BUCHA,11212,51 725 622,Bucha do eixo suspensão traseira Bravo/Uno 10... Idea 06... Linea/Punto 08... Palio/Siena 12... Stilo 02/10 CF 1676 46 836 605 Bucha dianteira da bandeja suspensão dianteira Doblò Adventure Idea Adventure 97... Palio/Siena 12... Strada 05.../Uno (11),56
BUCHA,19053,,Bucha dianteira da bandeja inferior suspensão dianteira Dakota V6/8 2.5 4x2 95... CF 7502 A T 112 909 070 Bucha dianteira da bandeja suspensão dianteira Pick-Up Van Passageiro 08/12,56
BUCHA,11187,7 779 884,Bucha dianteira do braço suspensão traseira Brava 99/03 Marea 98/08 97... Palio Weekend CF 1683 51 885 735 Bucha traseira da bandeja suspensão dianteira 500 (polonês),56
BUCHA,10063,,Bucha (refil) do coxim do câmbio Doblò 02... Idea 06...,56
BUCHA,11188,7 658 279,Bucha traseira do braço suspensão traseira Brava 99/03 Marea 98/08 97... Marea Weekend CF 1685 51 898 068 Bucha traseira da bandeja suspensão dianteira 500 - 1.4 8/16v 12... (mexicano),56
BUCHA,10063A,,Bucha (refil) do tirante do motor Doblò 02... Idea 06...,56
BUCHA,10063B,,Bucha (refil) do tirante do motor Doblò 02... CF 1657 1300 50 7080 Bucha dianteira da bandeja suspensão dianteira Ducato 94... CF 1602 A 7 558 961,57
BUCHA,10800,5 955 741,Bucha guia alavanca do câmbio AHCUB Elba/Fiorino Mille/Premio/Uno CF 1618 7 507 423 Bucha dian/traseira da bandeja suspensão traseira Fiat 147 até 87 Mille 91... Premio 85/87 Uno S/CS/SX 84... 56,57
BUCHA,10063C,,Bucha (refil) do tirante do motor Doblò 1.8 04... CF 1656 1308 69 4080 Bucha traseira (coxim) da bandeja suspensão dianteira Ducato 94... CF 1607 7 544 738,57
BUCHA,11207,,- LD 11209 - LE Bucha da caixa de direção Elba 86... Premio 87... Uno 84… CF 1603 4 240 587 Bucha da barra estabilizadora suspensão dianteira Fiat 147/Oggi Panorama/Spazio até 88 Fiorino 76/88,57
BUCHA,11190A,,Bucha dianteira do feixe de molas suspensão traseira Doblò Adventure (passageiro),57
BUCHA,10070,1304 64 1080,Bucha dianteira do feixe de molas suspensão traseira Ducato 94... CF 1614 7 674 701 Bucha do braço oscilante susp. LD/E (capa de Elba até 96 86... Fiorino 88... Mille 91... Premio/Uno até CF 1602 4 292 059 Bucha do braço oscilante da susp. dianteira LD/E (8mm) Europa/147/Oggi Fiorino 76/88 Panorama/Spazio Premio/Uno 84/85,57
BUCHA,10231,4 336 271,Bucha da barra estabilizadora suspensão traseira Fiat 147/Oggi Panorama/Spazio até 88 Fiorino 76/88,57
BUCHA,11190B,46 789 766,Bucha dianteira do feixe de molas suspensão traseira 02... Doblo Adventure (carga),57
BUCHA,10071,1304 64 0080,Bucha traseira do feixe de molas suspensão traseira Ducato 94... CF 1621 7 627 741 Bucha dian/traseira dian. da bandeja ferro) suspensão traseira Elba/Premio S/CS CSL/SL 89... Uno 1.5/1.5R/1.6 96 MPI/Turbo 94... CF 1641 4 331 968 Bucha (nylon) do braço oscilante suspensão dianteira Fiat 147 Oggi/Panorama Spazio até 80,57
BUCHA,10090,4 169 420,Bucha guia do parafuso de ligação do trambulador Fiat 147/Oggi Panorama/Spazio até 79,57
BUCHA,10845,47 766 963,Bucha traseira do feixe de molas suspensão traseira 02... Doblò Adv/Cargo 02...,57
BUCHA,10373,4 259 848,Bucha da alavanca do câmbio Elba/Premio/Uno 84... CF 1620 7 566 848 Bucha dianteira da bandeja da susp. traseira (lado roda) Elba S/SC 86/88 Premio S/CSL 87/88 Uno CSL 91/93 Uno 1.5R 88...,57
BUCHA,10149,4 210 562,Bucha (plástica) da alavanca de câmbio Fiat 147/Oggi Panorama/Spazio até 80 CF 1642 7 073 203 Bucha (nylon) da caixa de direção Fiat 147/Oggi Panorama/Spazio (11),57
BUCHA,10067,,Bucha amortecedor suspensão traseiro Ducato 98...,57
BUCHA,10373A,5 945 788,Bucha da alavanca do câmbio Elba/Premio/Uno 84... CF 1619 7 567 085 Bucha traseira da bandeja da traseira (lado haste) Elba S/SC 86/88 Premio S/CSL Uno CSL 91/93 Uno 1.5R 88...,57
BUCHA,10152,5 971 814,Bucha (plástica) da alavanca de câmbio Fiat 147/Oggi Panorama/Spazio 81... CF 1643 7 073 183 Bucha (tucho) da caixa de direção Fiat 147/Oggi Panorama/Spazio,57
BUCHA,10375,7 077 834,Bucha da caixa de direção Fiorino 88... Palio/Siena 96... Uno 91... CF 1687 4 766 425 AD Bucha traseira da bandeja suspensão dianteira Freemont 11... CF 1630 DGG CF 1630 EGG,58
BUCHA,10802,46 480 395,Bucha da caixa de direção hidráulica Strada 99…,58
BUCHA,10375A,70 822 594,Bucha da caixa de direção Fiorino 94... Palio Weekend Siena 12 Strada 99... CF 1630 DMGG CF 1630 EMGG Bucha (coxim) traseira da bandeja suspensão dianteira Idea 06.../Mobi Palio/Siena Strada Fire 00... (c/barra estab. - LD CF 1632 DGG - LE CF 1632 EGG Bucha (coxim) traseira da bandeja suspensão dianteira Palio Adv/Week 96/00 Strada 99/00 (c/barra estab.) (c/dir. hidráulica) 10666 A 82 491 065,58
BUCHA,11190,7 633 245,Bucha dianteira do feixe de molas suspensão traseira Fiorino 94... Strada 99... 12...,58
BUCHA,11211,,- LD - LE Bucha (refil) do tirante do motor Idea 1.4/1.8 06... 17... dh) - LD CF 1639 DGG - LE CF 1639 EGG Bucha (coxim) traseiro da bandeja suspensão dianteira 00… Palio/Siena 99/00 Palio Weekend (s/barra estab.) (s/dir. hidráulica) CF 1667 46 835 713 Bucha dianteira da bandeja suspensão dianteira Stilo 02... 98...,58
BUCHA,10480,82 403 643,Bucha do braço (longitudinal) suspensão traseira Tempra 92/99 (exceto SW),58
BUCHA,11191,7 743 792,Bucha traseira do feixe de molas suspensão traseira Fiorino 94... Strada 99... CF 1667 51 795 838 Bucha dianteira da bandeja suspensão dianteira Linea 08... Punto 08... Stilo 02... - LD CF 1624 7 520 850 - LE Bucha (dedão) externa da barra estabilizadora suspensão dianteira Palio 96/00 Palio Weekend 99/00 Palio Young 01... Siena 98/00 Tempra 92... (exc.,58
BUCHA,10478,82 398 419,Bucha do braço (transversal) suspensão traseira Tempra 92/99 (exceto SW),58
BUCHA,10481,,- LD 10287 - LE Bucha da caixa De direção Fiorino 88/94 Mille 91... CF 1678 51 795 839 Bucha traseira da bandeja suspensão dianteira Linea 08... Punto 08...,58
BUCHA,10374,7 081 846,Bucha da caixa de direção Palio/Strada 96... 97/00 SW),58
BUCHA,10376,,Bucha da caixa de direção Stilo 02...,58
BUCHA,10461,83 315 794,Bucha do braço (ponta do eixo) suspensão traseira Tempra 92/99 (exceto SW),58
BUCHA,10374A,7 081 848,Bucha (tucho) caixa de direção Palio/Strada 96...,58
BUCHA,11053,51 725 622,Bucha do eixo suspensão traseira Stilo 02...,58
BUCHA,10460,5 952 582,Bucha da caixa de direção Tempra 92... (c/dir. hidráulica),58
BUCHA,11052,7 609 436,Bucha traseira do braço suspensão traseira Tipo 1.6 93... FORD CF 505 69 470 Bucha amortecedor dianteiro (Flut-Bock pequeno) Belina 70... Corcel 68... Del Rey 81... Pampa 82...,59
BUCHA,43005A,,85NU 18 198 A Bucha superior do amortecedor suspensão dianteira AHCUB Belina 86... Corcel 84... Del Rey 84... Pampa 97... CF 543 85NU 3063 A Bucha da bandeja inferior/superior suspensão dianteira Belina nov-84... Corcel nov-84... Del Rey nov-84... Pampa nov-84... 58,59
BUCHA,43063,BD3M,7W 425 A Bucha da alavanca do câmbio Belina até 79 Corcel até 79 CF 505 A 69 470 M Bucha amortecedor dianteiro (Flut-Bock médio) Belina 70... Corcel 68... Del Rey 81... Pampa 82...,59
BUCHA,43009,69 109,Bucha da articulação da coluna da direção Belina 70/77 Corcel até 77 CF 572 67 611 Bucha da bandeja superior suspensão dianteira Belina até 77 Corcel até 77,59
BUCHA,43063A,BD8M,7R 256 A Bucha da alavanca do câmbio Belina 78/81 Corcel 78/81 CF 505 B 69 470 G Bucha amortecedor dianteiro (Flut-Bock grande) Belina 70... Corcel 68... Del Rey 81... Pampa 82...,59
BUCHA,43215,85 392,Bucha núcleo de articulação da coluna da direção Belina 70/77 Corcel até 77 CF 579 BD8M 3062 A Bucha da bandeja superior suspensão dianteira Belina 81/84 Corcel 81/84 Del Rey 81/84 Pampa 81/84,59
BUCHA,10842,,Bucha dianteira do eixo suspensão traseira Toro 16... CF 531 BE1M 7R 256 A1 Bucha da alavanca do câmbio Belina II Corcel II 80...,59
BUCHA,43160,,85NU 181 984 Bucha inferior do amortecedor suspensão dianteira Belina II 84... Corcel II 84... CF 571 67 612 Bucha da bandeja inferior suspensão dianteira Belina até 77 Corcel até 77,59
BUCHA,43006,6 085 409,Bucha da bandeja (central) suspensão traseira Belina 70/84 Corcel 68/77 Del Rey 81... Scala 83...,59
BUCHA,10844,,Bucha traseira do eixo suspensão traseira Toro 16...,59
BUCHA,43063B,,83NU 7R 256 A Bucha da alavanca do câmbio Belina II Corcel II Del Rey Pampa,59
BUCHA,43160A,,85NU 18A 018 A Bucha inferior do amortecedor suspensão dianteira Belina 84... Corcel 84... Del Rey 84... Pampa 84... CF 578 BD8M 3063 A Bucha da bandeja inferior suspensão dianteira Belina 77/81 Corcel 77/81,59
BUCHA,43003,6 080 941,Bucha da bieleta da barra suspensão dianteira Belina Corcel Del Rey Pampa (11),59
BUCHA,10288,4 287 623,Bucha do braço tensor suspensão dianteira Uno S/CS até 91,59
BUCHA,43063C,,Bucha da alavanca do câmbio Belina II Corcel II Del Rey Pampa,59
BUCHA,43005,1 500 939,Bucha superior do amortecedor suspensão dianteira Belina 70/86 Corcel 68/86 Del Rey 81/91 Pampa 82/97 CF 570 82NU 3063 A Bucha (c/aba) da bandeja inferior suspensão dianteira Belina 77/84 Corcel 77/84 Del Rey 81/84 Pampa 82/84 CF 510 73 997 Bucha do braço tensor suspensão dianteira Belina até 77 Corcel até 77,59
BUCHA,43230,BD8M,7W 426 B Bucha trambulador Belina 77/84 Corcel 77/86 Del Rey 81...,60
BUCHA,43053,,86GB 3K 723 AA Bucha da caixa de direção Courier 96... Fiesta 96... KA 97... CF 553 2S65 3063 AA Bucha dianteira da bandeja suspensão dianteira Ecosport 03/12 Fiesta 02/11 KA 08...,60
BUCHA,43170,,2S65 5K 653 BB Bucha do eixo suspensão traseira Ecosport 4x2 03... Fiesta 02...,60
BUCHA,43010B,,85NU 3W 001 A Bucha do braço tensor suspensão dianteira Belina 85... Corcel 85... Del Rey 85... Pampa 87...,60
BUCHA,43267,67 956,"Bucha da ponta da cremalheira (furo 10,15mm) Belina 70/77 Corcel até 77",60
BUCHA,43054,,81A3 3K 653 AA Bucha (tucho) da caixa de direção Courier 96... Fiesta 96... KA 97... CF 590 CN15 3063 AB Bucha dianteira da bandeja suspensão dianteira Ecosport 13…,60
BUCHA,43524,,77TT 7A 458 AB Bucha da alavanca do câmbio Escort 84... (11),60
BUCHA,43010C,,82NU 3W 001 K Bucha do braço tensor (FUC) suspensão dianteira Belina/Corcel até Del Rey 82/84 Pampa 82/84 Scala 83/84,60
BUCHA,43166,547 513 381,Bucha inferior do amortecedor susp. tras. (12mm) Courier 96... Escort/Verona Fiesta 96/11 KA 97/07,60
BUCHA,43228,,97FB 5781 DB Bucha dianteira do feixe de molas suspensão traseira Courier 97... CF 552 2S65 3A 262 AB Bucha (coxim) traseira da bandeja susp. dianteira Ecosport 03... Fiesta 02... Fiesta Class 09... KA 08...,60
BUCHA,43524A,,83W 7E 091 AA Bucha da alavanca do câmbio Escort 84...,60
BUCHA,43222,,89FB 18 016AA Bucha inferior do amortecedor suspensão traseira Courier 97... Fiesta 96/02 93/96 KA 96...,60
BUCHA,43228A,,97FB 5781 CB Bucha traseira do feixe de molas suspensão traseira Courier 97... CF 552 W 2S65 3A 262 AA Bucha (coxim) da bandeja da (ferro) dianteira (alumínio) Ecosport 03... Fiesta 02... Fiesta Class 09... KA 08...,60
BUCHA,21794B,321 512 333,Bucha inferior do amortecedor suspensão traseira Escort/Verona Escort Hobby 93... Royale/Versailles 91...,60
BUCHA,43236,XS61,6P 082 AA Bucha do limitador torção do motor (grande) Courier 97... Fiesta 96/02 CF 552 A 2S65 3A 262 AA tras. Bucha coxim traseiro susp. da bandeja suspensão dianteira Ecosport 03... Fiesta 02... Fiesta Class 09... KA 08...,60
BUCHA,43518,542 512 901,Bucha superior do amortecedor suspensão traseira 93/96 Escort até 92 Escort Hobby até Verona até 92,60
BUCHA,43227A,65 583,Bucha de vedação tampa de válvula Belina tds Corcel tds Del Rey tds Pampa tds CF 518 97FB 3A 262 AA Bucha traseira da bandeja suspensão dianteira Courier 97...,60
BUCHA,43236A,XS61,6P 082 AJ Bucha do limitador torção do motor (pequeno) Courier 97... Fiesta 96/02,60
BUCHA,43659,1 737 309,S2 Bucha traseira da bandeja suspensão dianteira Ecosport 13... Fiesta 12...,60
BUCHA,21790A,321 512 335,Bucha superior do amortecedor suspensão traseira Escort/Verona Escort Hobby 93... 94 Royale/Versailles 91...,60
BUCHA,43136,,84AU 5K 896 A Bucha dianteira do braço controle suspensão traseira Escort até 92 Escort Hobby até Verona até 92 CF 530 81AB 3K 653 AA Bucha (tucho) da caixa de direção Escort até 92 Escort Hobby até Verona até 92 CF 598 7T43 3C 077 AC,61
BUCHA,43233A,,88AR 3K 653 A Bucha (tucho) da caixa de direção Escort 1.8 até 94 Verona 1.8 até CF 586 - LD CF 587 - LE Bucha traseira (coxim) da bandeja suspensão dianteira Edge 07/16,61
BUCHA,43727,,E43B 177 B Bucha da articulação do semi-eixo dianteiro Explorer 4x2 96...,61
BUCHA,21775A,,97AG 5K 653 AA Bucha do eixo suspensão traseira 92 Escort Zetec/SW 92 97... CF 586 A Bucha (refil coxim) da bandeja suspensão dianteira Edge 07/16 CF 581 2S65 3063 AB,61
BUCHA,43376,,Bucha do pedal da catraca da embreagem Escort até 92 Verona até 92 CF 544 F67Z 3069 AA Bucha dianteira da bandeja inferior suspensão dianteira Explorer 96/97 Ranger 4x2/4x4 95/11 CF 585 Bucha dianteira da bandeja suspensão dianteira Fiesta 11... (mexicano),61
BUCHA,43171B,524 419 121,B Bucha da caixa de direção Escort 1.6 até 92 Verona 1.6 até 92,61
BUCHA,21769,191 199 233,Bucha do quadro do motor suspensão dianteira Escort 93... Verona 93... CF 545 F57Z 3069 CA Bucha traseira da bandeja inferior suspensão dianteira Explorer 96/97 Ranger 4x2/4x4 95/11,61
BUCHA,43653F,1 737 309,S1 Bucha dianteira da bandeja suspensão dianteira Fiesta 13… (11),61
BUCHA,43171C,547 419 148,Bucha da caixa de direção 92 Escort 93/96 92 Verona 93/96 CF 516 81TT 7L 259 AA Bucha trambulador Escort até 92 Escort Hobby até Verona até 92,61
BUCHA,43273A,,2L5Z 3083 A Bucha da bandeja superior suspensão dianteira Explorer 96/97 Ranger 4x2/4x4 95/11,61
BUCHA,43046,,96FB 3A 262 AA Bucha traseira da bandeja suspensão dianteira Fiesta 95/97,61
BUCHA,21775,,95AB 5K 653 CA Bucha do eixo suspensão traseira Fiesta 96/01 KA 97/13 CF 623 AV6 13A 423 MA Bucha (coxim) traseira da bandeja suspensão dianteira Focus III 14...,62
BUCHA,43367,8039 00,Bucha do eixo suspensão traseira Focus 98/08,62
BUCHA,43322,,8GOB 28 450 Bucha do braço curvo superior suspensão traseira Fusion 06...,62
BUCHA,43379,,Bucha do eixo suspensão traseira Fusion 06... (11),62
BUCHA,43046C,,D3BC 3A 262 AA Bucha traseira da bandeja suspensão dianteira Fiesta 13... CF 582 Bucha dianteira da bandeja suspensão dianteira Focus 09... CF 593 Bucha (maior) do braço transversal suspensão traseira Focus Hatch 08… Focus Sedan 08…,62
BUCHA,43768,,Bucha do facão do eixo suspensão traseira Fusion 06...,62
BUCHA,43298,,96FB 3C 716 AB Bucha da caixa de direção Fiesta 96/02 KA 97... CF 557 2M51 3042 BC Bucha traseira da bandeja inferior suspensão dianteira Focus 00/09 CF 594,62
BUCHA,43330,24 373,Bucha inferior da algema do de molas dian/tras. F75 tds Rural tds,62
BUCHA,43298A,,94FB 3C 716 AA Bucha da caixa de direção Fiesta 96/02 KA 97...,62
BUCHA,43047A,,2M51 3042 BD Bucha (coxim) traseira da bandeja suspensão dianteira Focus 00... CF 595 Bucha do braço curvo transversal suspensão traseira Focus Hatch 08… Focus Sedan 08… CF 574 Bucha traseira do braço oscilante susp. dian. (12mm) Fusion 06...,62
BUCHA,43331,24 371,Bucha superior feixe da algema do de molas dian/tras. F75 tds Rural tds,62
BUCHA,43298B,,8S5C 3C 716 AA Bucha da caixa de direção Fiesta 96/02 KA 97... CF 583 Bucha (coxim) traseira da bandeja suspensão dianteira Focus 09/17 CF 596,62
BUCHA,43398A,,Bucha traseira do braço oscilante susp. dian. (14mm) Fusion 06...,62
BUCHA,43333,31 795,Bucha do feixe feixe de molas suspensão dianteira/traseira F75 tds Rural tds,62
BUCHA,43433,31 772,Bucha do feixe de molas suspensão traseira F75 tds Rural tds,63
BUCHA,43340,,Kit de buchas do tensor suspensão dianteira F100 - 69… F1000 tds F2000 tds,63
BUCHA,43364,BF8T 5781,A Bucha dianteira do feixe de molas suspensão traseira F250 F350 F4000,63
BUCHA,43384,,1C35 2B 203 AA Bucha do braço tensor suspensão dianteira AHCUB F350 - 99... F4000 - 99...,63
BUCHA,43403,BC8C 5781,A Bucha do jumelo feixe de molas suspensão traseira F1000 - 75... 62,63
BUCHA,43225,BDC2C 18 197,A Bucha inferior do amortecedor suspensão dianteira F100 - 68/87 F350 - 72/85 F1000 - 79/98 F2000 - 75/89 CF 563 Bucha dianteira da bandeja inferior suspensão dianteira F150 tds,63
BUCHA,43364A,BF8T 5781,B Bucha dianteira do feixe de molas suspensão traseira F250 F350 F4000,63
BUCHA,43385,,C7TZ 5348 A Bucha do feixe de molas suspensão dianteira/traseira F600 F700 tds,63
BUCHA,43404,,F81A 5781 CA2Y Bucha do feixe de molas suspensão dianteira F4000 - 99...,63
BUCHA,43153,,C5TA 3B 177 A Bucha da articulação do semi-eixo suspensão dianteira F100 - 68/87 F1000 - 79/98 CF 564 Bucha traseira da bandeja inferior suspensão dianteira F150 tds,63
BUCHA,43618,,2C35 5781 AB Bucha do jumelo do feixe de molas suspensão traseira F250 F350 - 99...,63
BUCHA,43400,,Bucha inferior do amortecedor suspensão dianteira F1000 - 93...,63
BUCHA,43405,,F81A 5781 GAX Bucha do feixe de molas suspensão traseira F4000 - 99...,63
BUCHA,43274,,E6TZ 3B 203 AX Bucha do braço tensor suspensão dianteira F100 F1000 tds 92...,63
BUCHA,43365,XR3Z,5A 838 BA Bucha da bieleta suspensão dianteira F250 - 98/12 F350 - 98... F4000 - 98...,63
BUCHA,43295,BD2C 18 187,A Bucha c/tubo do amortecedor suspensão dianteira F350/F100 F1000 F2000 tds F4000 - 75/92,63
BUCHA,43401,BO2C 18 197,A Bucha amortecedor suspensão traseira F1000 - 79/98 F4000 - 75/98 CF 555 93BB 3063 AA Bucha dianteira da bandeja suspensão dianteira Mondeo 93...,63
BUCHA,43152,BC8C 5781,A Bucha do feixe de molas suspensão traseira F100 - 75/93 F1000 - 75/98 F4000 - 75/ 98,63
BUCHA,43380,,F84Z 3B 203 AA Bucha do braço do eixo suspensão dianteira F250 - 98/12 F350 - 98...,63
BUCHA,43154,,C7TA 3B 177 A Bucha da articulação do semi-eixo suspensão dianteira F350 - 72/77 F400 - 75/85 F2000 - 80/85 F4000 - 75/98,63
BUCHA,43402,,C5TZ 3B 177 A Bucha da articulação do semi-eixo suspensão dianteira F1000 - 75... CF 523 A Bucha da bandeja suspensão dianteira Mondeo até 95 (11),63
BUCHA,43335,,2SB 199 381 A Bucha dianteira do tensor LD/E suspensão dianteira F100 até 92 F1000 F2000 tds,63
BUCHA,43381,,1CZ3 3B 177 AA Bucha do eixo suspensão dianteira F250 - 98/12 F350 - 98...,63
BUCHA,43234,,C7TZ 3B 203 A Bucha do braço tensor suspensão dianteira F350 - 72/85 F400 - 72/77 F2000 - 80/85 F4000 - 75/98,63
BUCHA,43056,,Bucha da barra equalizadora da embreagem F1000 CF 554 95BG 3A 262 BA Bucha traseira da bandeja suspensão dianteira Mondeo 93...,63
BUCHA,43411A,67 90 115,Bucha traseira da bandeja suspensão dianteira Mondeo 01... CF 591 AB31 3068 BB Bucha da bandeja superior suspensão dianteira Ranger 12…,64
BUCHA,43420B,AB31,5B 714 AC Bucha traseira do feixe de molas suspensão traseira Ranger 12…,64
BUCHA,21126A,325 199 415 2,Bucha dianteira do quadro do (12mm) Royale 91... Versailles 91...,64
BUCHA,43789,,6C11 5719 AB Bucha traseira do feixe de molas suspensão traseira Transit 00...,64
BUCHA,43229,BE2P 5781,A Bucha do feixe de molas suspensão traseira Pampa 82/97,64
BUCHA,43419,,E4TZ 3B 177 A Bucha do eixo suspensão dianteira Ranger 4x2/4x4 94/97 CF 035 857 407 181 Bucha da bandeja suspensão dianteira Royale 91... Versailles 91...,64
BUCHA,21125,325 199 419 1,Bucha traseira motor do quadro do motor (10mm) Royale 91... Versailles 91...,64
BUCHA,43781,,6C11 5A 546 AB Bucha da algema parte traseira suspensão traseira Transit 00... (11),64
BUCHA,43131,BE2P 5719,B Bucha inferior do jumelo suspensão traseira Pampa tds,64
BUCHA,43421,,F4TA 5781 DA Bucha dianteira do feixe de molas suspensão traseira Ranger 98...,64
BUCHA,21450,857 407 473,A Bucha superior bieleta barra estab. suspensão dianteira Royale 91... Versailles 91...,64
BUCHA,21125A,325 199 419 2,Bucha traseira do quadro do motor (12mm) Royale 91... Versailles 91... GEELY,64
BUCHA,43130,BE2P,5A 546A Bucha superior do jumelo suspensão traseira Pampa tds,64
BUCHA,43421A,,F2UA 5737 CA Bucha dianteira do feixe de molas suspensão traseira Ranger 98...,64
BUCHA,21449,857 407 474,Bucha inferior bieleta barra estab. suspensão dianteira Royale 91... Versailles 91... CF 589 6C16 3069 AA Bucha dianteira da bandeja suspensão dianteira Transit 00/14 CF 7502 A T112 909 070 Bucha da bandeja suspensão dianteira,64
BUCHA,43418,,Bucha da articulação do semi-eixo suspensão dianteira Ranger 92...,64
BUCHA,43421B,UC2R 28 480,B Bucha inferior do feixe de molas suspensão traseira Ranger 12… CF 041 321 501 541 Bucha do eixo suspensão traseira Royale 91... Versailles 91... CF 588 6C16 3A 262 AA,64
BUCHA,43421C,UC2R 28 470,B dian. Bucha superior do feixe de molas suspensão traseira Ranger 12…,64
