grupo,codigo,ref_oem,desc_e_aplicacoes,pagina
COXIM,21316,,2H0 199 256 A Coxim do motor (refil) Amarok 10... (11),139
COXIM,20068,,2H0 412 331 Coxim s/rolamento do amortecedor dianteiro LD/E Amarok até 10,139
COXIM,22349A,,6Q0 412 331 A Coxim s/rolamento do amortecedor dianteiro LD/E Fox 1.0 03... 07... 06...,139
COXIM,20031,191 512 333,Coxim superior do amortecedor traseiro LD/E 98 Golf GLX/GTI até Polo Classic 98/00,139
COXIM,22533,,8D0 412 065 Coxim s/rolamento do amortecedor dianteiro LD/E 97 Passat Alemão até 97 Variant Alemã,139
COXIM,21316A,,2H0 199 256 B Coxim do motor completo Amarok 10...,139
COXIM,20164,,1J0 199 555 AH Coxim dianteiro do motor LE Bora/New Beetle 2.0 99... Golf 1.8/2.0 99...,140
COXIM,20037B,,5U0 199 167 Coxim dianteiro do motor LD (s/suporte) Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Polo/Voyage Saveiro/Spacefox,140
COXIM,20036A,510 199 851,Coxim traseiro do motor (s/suporte) lado câmbio Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Voyage Saveiro/Spacefox Polo 1.0/1.6 02... 20771 305 199 381 1 Coxim dianteiro do motor Gol/Saveiro até (à ar),140
COXIM,20164A,,1J0 199 555 BD Coxim dianteiro do motor LE lado câmbio Bora 1.6 98... Golf 1.6 16v 99… New Beetle 1.6,140
COXIM,20037C,,5U0 199 167 B Coxim dianteiro do motor LD (c/suporte) Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Polo/Voyage 09... Saveiro/Spacefox,140
COXIM,20214,,6Q0 199 555 AC Coxim traseiro do motor LE Crossfox 1.6 04... Fox 1.6 8v 03... 09... Polo 1.6 8v 02... 09... Spacefox 05... 2 1911 - LD 2 1912 - LE Coxim dianteiro do motor 86 Gol 1.0 16v 97... Parati 1.0 16v (mt. AT) Kombi 06...,140
COXIM,43034A,,90AU 6B 049 AA Coxim traseiro do motor LE Apollo 90...,140
COXIM,22638,,1J0 199 851 M Coxim traseiro do motor Bora/New Beetle 2.0 99... Golf 1.8/2.0 99... 99…,140
COXIM,20038,,5U0 199 555 Coxim dianteiro do motor LE (s/suporte) Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Polo/Voyage 09... Saveiro/Spacefox,140
COXIM,20179,,5U0 199 262 B Coxim traseiro do motor (s/suporte) Fox 03... Gol G5/Saveiro Polo 02... Voyage 08...,140
COXIM,20181,377 399 152,Coxim dianteiro do motor LD Gol 2.0 16v 95... 97... Parati/Saveiro 16v 96...,140
COXIM,20122A,,1J0 199 262 BF Coxim dianteiro do motor LD Bora/New Beetle 2.0 99... Golf 1.8/2.0 99...,140
COXIM,20164B,,1J0 199 555 AJ Coxim do motor lado câmbio LE Bora 1.8/2.0 00... Golf 2.0 98... New Beetle 99... (trans. mecânica),140
COXIM,20038A,,5U0 199 555 E Coxim dianteiro do motor LE (c/suporte) Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Polo/Voyage 09... Saveiro/Spacefox,140
COXIM,20180,,5U0 199 555 E Coxim traseiro do motor (s/suporte) lado câmbio Fox 03... 09... Gol G5/Saveiro Polo 02... Voyage 08...,140
COXIM,20181A,,5QS 199 262 F Coxim dianteiro do motor LD Gol G7 jan-14... 2.0,140
COXIM,20122D,,1K0 199 262 M Coxim dianteiro do motor LD (hidráulica) Bora 1.8/2.0 00/11 Golf 1.8/2.0 8v New Beetle 1.8/2.0 99/10 20037 6Q0 199 167 M Coxim dianteiro do motor LD (hidráulica) Crossfox 1.6 04... Fox 1.6 8v 03... Polo 1.6 8v 02... Spacefox 05...,140
COXIM,22563,,6Q0 199 851 M Coxim traseiro do motor (c/suporte) lado câmbio Crossfox 2.0 04… Fox/Polo 2.0 03.. Gol/Voyage 09… 09... Saveiro/Spacefox,140
COXIM,20503,823 199 381,B Coxim dianteiro do motor LD/E (lateral verde) Gol 80... Parati/Voyage 09... Passat 74... Quantum/Santana Saveiro 82... 21770 A 811 399 151 B Coxim do câmbio Gol 80... Parati/Voyage Passat 85... Quantum/Santana Saveiro 82... (tds c/5 marchas),140
COXIM,20122E,,1J0 199 262 BK Coxim dianteiro do motor LD Bora 1.6 99... 98... Golf 1.6 16v 99… New Beetle 1.6,140
COXIM,20037A,,6Q0 199 167 CA Coxim dianteiro do motor LD (hidráulica c/suporte) Crossfox 1.6 04... Fox 1.6 8v 03... Polo 1.6 8v 02... Spacefox 05...,140
COXIM,20036,,6Q0 199 851 AD Coxim traseiro do motor (c/suporte) Crossfox 1.6 04... Fox 1.0/1.6 03... Gol G5/Voyage Saveiro/Spacefox 09… Polo 1.0/1.6 02... 20503 A 823 199 381 B Coxim dianteiro do motor LD/E (lateral preta) Gol 80... 81... Parati/Voyage Passat 74... 84... Quantum/Santana Saveiro 82... 21770 C 305 399 341 1 Coxim do câmbio 81... Gol 86... (à ar) Saveiro até 86 84...,140
COXIM,21770D,377 399 151,Coxim do motor lado câmbio LE Gol 2.0 16v 95... Parati/Saveiro 16v 96...,141
COXIM,22018A,,1H0 199 609 G Coxim dianteiro do motor (frontal) Golf GLX 96/98 Golf GTI 94/98,141
COXIM,20164E,,3C0 199 555 R Coxim dianteiro do motor LE (hidráulica) Golf 2.0 04/13 Jetta 2.0 08/10,141
COXIM,20648,211 301 265 1,Coxim do câmbio MIXOC Kombi 75...,141
COXIM,21768A,547 199 262,D Coxim dianteiro do motor (frontal) Logus/Pointer (c/ar condicionado) 140,141
COXIM,20772,,ZBA 199 339 Coxim do suporte motor frontal Gol/Passat/Voyage 2.0 Parati até 89,141
COXIM,22352,,Coxim dianteiro do motor (quatro) Golf IV 99...,141
COXIM,22017,357 199 402,B Coxim traseiro do câmbio LE (hidráulica) Golf GL 95/98 Golf GLX 97/98 Passat alemão Polo Classic até,141
COXIM,20648A,,7X0 399 201 Coxim do câmbio Kombi 06/07 (flex),141
COXIM,21771,547 199 262,B Coxim dianteiro do motor (lateral) Logus/Pointer 93... (c/ar condicionado),141
COXIM,20772A,551 199 339,Coxim do suporte motor frontal Gol/Parati/Saveiro,141
COXIM,20122F,IK0 199 262,M Coxim dianteiro do motor LD (hidráulica) Golf FSI/GTI 04/09 Jetta 06... New Beetle 11... Passat 2.0 05/10 22017 A 357 199 381 C Coxim traseiro do câmbio LE Golf GLX 95/96 Golf GTI 94/96 Golf GLM 96/98 98... Passat alemão 99 Polo Classic até,141
COXIM,20648B,,7X0 399 201 A Coxim do câmbio Kombi 08... (flex),141
COXIM,21771A,547 199 262,A Coxim dianteiro do motor (lateral) 93... Logus/Pointer (s/ar condicionado),141
COXIM,20099,,1K0 199 855 BF Coxim traseiro do câmbio Golf G5 05... 89... Jetta 2.0 11...,141
COXIM,22021,,1H0 199 262 B Coxim dianteiro do motor LD Golf GLX/GTI 95/98 (trans. automática) Polo Classic 1.8,141
COXIM,21318,,1K0 199 555 Coxim dianteiro do motor LE (hidráulica) Jetta 2.0 06/10 97... 01,141
COXIM,20648C,251 399 205,E Coxim do câmbio (refil) Kombi 06... (flex),141
COXIM,20195,547 399 151,C Coxim do motor lado câmbio 93... Logus/Pointer,141
COXIM,20182,357 199 405,H Coxim dianteiro do motor (hidráulica) Golf até 98 Polo Classic até,141
COXIM,22021A,,1H0 199 262 A Coxim dianteiro do motor LD Golf GL/GLX 95/98 Golf GTI até 98 (trans. automática) 97...,141
COXIM,20125,211 301 263 2,Coxim do motor LD/E Kombi tds,141
COXIM,20616,102 711 233 1,Coxim da alavanca do câmbio Kombi tds,141
COXIM,20511,,ZBA 399 151 A Coxim do câmbio 93... Passat até 78 (4 marchas) (11),141
COXIM,22018,,1H0 199 609 F Coxim dianteiro do motor (frontal) Golf GLX 95/98 Golf GL 96/98 99,141
COXIM,22021B,,1H0 199 262 G Coxim dianteiro do motor LD Golf GTI/GLX 94/95 2 0184 - LD 2 0183 - LE Coxim do motor Kombi à água 08...,141
COXIM,21768,547 199 262,C Coxim dianteiro do motor (frontal) Logus/Pointer (s/ar condicionado),141
COXIM,20668,823 199 323,Coxim do câmbio Passat 78/84 (4 marchas),141
COXIM,20170,,08D 399 415 D Coxim dianteiro do motor Passat alemão,142
COXIM,20191,,8D0 399 419 C Coxim do motor lado câmbio (traseiro) Passat alemão,142
COXIM,20187B,,6Q0 199 167 B Coxim dianteiro do motor (hidráulica c/suporte) Polo 2.0 8v 02... (m. EA113),142
COXIM,21319,,1S0 199 851 Coxim traseiro do motor (s/suporte) lado câmbio UP jan-14...,142
COXIM,20512,,ZBA 121 273 Coxim do radiador (grande) Gol 80... Parati/Voyage Passat 74... Quantum/Santana Saveiro 82...,142
COXIM,22028,357 199 262,A Coxim dianteiro do motor 97... Passat alemão até 97 (trans. automática),142
COXIM,20011A,,8D0 399 151 H Coxim do motor lado câmbio LE 97... Passat alemão Variant alemã (trans. mecânica),142
COXIM,21960,321 399 151,B Coxim do câmbio Quantum/Santana até 96 (trans. automática),142
COXIM,21319A,,1S0 199 851 Coxim traseiro do motor (c/suporte) lado câmbio UP jan-14...,142
COXIM,20513,,ZBA 121 275 Coxim do radiador (pequeno) Gol 80... 81... Parati/Voyage Passat 74... 84... Quantum/Santana Saveiro 82... (11),142
COXIM,20167,,8D0 199 382 L Coxim dianteiro do motor LD Passat alemão 1.8 2.0 Variant alemã 1.8,142
COXIM,20185,,8EO 399 151 D Coxim do motor lado câmbio (central) 98... Passat alemão 98... Variant alemã,142
COXIM,20623,113 301 263 2,Coxim traseiro do motor LD/E Sedan 1200/1300 1500/1600 - 67...,142
COXIM,21320,,1S0 199 262 Coxim dianteiro do motor LD (c/suporte) UP jan-14...,142
COXIM,43036,,81AB 5A 262 AC Coxim traseiro do silencioso Apollo 90... 81... 84...,142
COXIM,20167A,,8D0 199 379 J Coxim dianteiro do motor LD/E (hidráulica) Passat alemão 97... 97... Variant alemã,142
COXIM,20191A,,8E0 399 105 DG Coxim traseiro do motor lado câmbio 05... Passat alemão 05... Variant alemã,142
COXIM,20624,113 301 265 1,Coxim do câmbio Sedan 1200/1300 1500/1600 - 67...,142
COXIM,21322,,1S0 199 555 B Coxim do motor LE UP jan-14...,142
COXIM,22221,,5X0 253 144 Coxim traseiro do silencioso Bora 00... Gol/Parati G3 01... Saveiro G3 01... Golf IV/New Beetle,142
COXIM,22027,,1H0 199 609 B Coxim dianteiro do motor (frontal) 98/14 Passat alemão até 97 98/14 Polo Classic 96...,142
COXIM,20187,,6Q0 199 167 BQ Coxim dianteiro do motor (hidráulica s/suporte) 05... Polo 1.0/1.6/2.0 05... 8v 02... (mt. EA111),142
COXIM,21323,,5XN 199 262 BF Coxim dianteiro do motor LD Tiguan 08...,142
COXIM,20189,,6QE 121 367 Coxim superior do radiador Fox 03... Gol G5 09... Polo 02...,142
COXIM,20680,823 253 147,A Coxim dianteiro do silencioso Gol 80/96 Parati 81/95 Passat 74... Saveiro 80/97 99... Voyage 81...,142
COXIM,20012,,8D0 399 151 J Coxim câmbio (central) 2.0 Passat alemão 97...,142
COXIM,20187A,,6Q0 199 167 J Coxim dianteiro do motor (hidráulica c/suporte) tds Polo 1.6 8v 02... (mt. EA111),142
COXIM,21315,,3C0 199 855 M Coxim traseiro do motor lado câmbio Tiguan 2.0 07... (trans. automática),142
COXIM,20190,,6Q0 121 367 A Coxim inferior do radiador Fox 03... Gol G5 09... Polo 02...,142
COXIM,20766,817 253 147,Coxim central do silencioso Gol 80/96 Parati 81/95 Passat 74... Saveiro 80/97 Voyage 81...,142
COXIM,21121,307 253 147 3,Coxim central do silencioso Gol/Kombi/Parati Saveiro 97... Logus/Pointer Quantum/Santana,143
COXIM,20769A,305 299 149,A Coxim do suporte do silencioso Gol 80/91 Parati 81/91 Passat/Voyage Parati tds até,143
COXIM,20176A,,1H0 253 144 Coxim traseiro do silencioso (c/suporte) Golf até 98 Polo Classic 97...,143
COXIM,20208,,ZBC 841 691 Coxim do suporte do silencioso MIXOC Quantum/Santana,143
COXIM,60043,36 611 049,Coxim dianteiro do motor LD S40 - 1.8/1.8i 142,143
COXIM,20767,171 253 147,Coxim traseiro do silencioso Gol 80/96 Parati 81/95 Passat 74... 93... Saveiro 80/97 84... Voyage 81...,143
COXIM,20769B,377 253 149,Coxim do suporte do silencioso Gol/Saveiro tds 94/96 Gol/Parati/Saveiro 91 G3 97...,143
COXIM,20176B,,1J0 253 144 H Coxim traseiro do silencioso (c/suporte) Golf IV 99...,143
COXIM,21816,,Coxim traseiro do silencioso Saveiro Cross 84...,143
COXIM,60043A,30 630 070,Coxim dianteiro do motor LD 16v S40 - 1.8 16v S40 - 1.9 T4 (trans. automática),143
COXIM,20767A,,5X0 253 144 J Coxim traseiro do silencioso Gol/Parati/Saveiro G3 01...,143
COXIM,21948,,1J0 253 144 Q Coxim dianteiro do silencioso Golf 95...,143
COXIM,43037A,,93BB 5A 262 FA Coxim dianteiro do silencioso Logus/Pointer Quantum/Santana VOLVO G5/6,143
COXIM,60044,9 434 435,Coxim dianteiro do motor LD/E 850 - 2.5 10v 94/96 850 - 2.5 20v 91/96 850 - 2.0 20v turbo ago-93/dez-96,143
COXIM,22222,BD0 253 147,E Coxim intermediário do silencioso Gol/Parati/Saveiro G3 01...,143
COXIM,21948B,,1K0 253 147 D Coxim dianteiro do silencioso Golf 10... Jetta 05... New Beetle 12...,143
COXIM,20206,,6Q0 253 144 F Coxim traseiro do silencioso 93... Polo 02... 84...,143
COXIM,60025,8646 713,Coxim c/rolamento do amortecedor dianteiro LD/E C70/S60/S70/S80 V70/850 tds,143
COXIM,60045,30 825 701,Coxim do motor lado câmbio LE S40 - 1.9 TD,143
COXIM,20622,823 253 149,A Coxim do suporte do silencioso Gol 80/96 Parati 81/95 Passat 74... Polo Classic 00... Saveiro 80/97 Voyage 81... 21948 A 1J0 253 144 G Coxim central do silencioso Golf IV 99...,143
COXIM,20207,,6Q0 253 147 Coxim dianteiro do silencioso Polo 02...,143
COXIM,60042,30889 554,Coxim c/rolamento do amortecedor dianteiro LD/E S40/V40 até 04 (11),143
COXIM,20769,321 299 149,Coxim do suporte do silencioso Gol (à ar),143
COXIM,20176,,1J0 253 144 J Coxim traseiro do silencioso Golf IV 99...,143
COXIM,20775,823 253 147,Coxim traseiro do silencioso Quantum/Santana,143
COXIM,60042A,30818 465,Coxim c/rolamento do amortecedor dianteiro LD/E S40/V40 - 05...,143
ENGRENAGEM,20895A,030 105 263,G Engrenagem do virabrequim A3 - 1.3 (BAH),144
ENGRENAGEM,25188,9655 547 680,Engrenagem do virabrequim Toda linha 1.6,144
ENGRENAGEM,10022,7 083 452,Engrenagem do virabrequim Brava/Bravo/Coupé Doblò/500/Idea/Uno Palio 12.../Punto Siena/Stilo/Strada,144
ENGRENAGEM,10074,46 430 314,Engrenagem do virabrequim Palio 1.0/1.5 94/02,144
ENGRENAGEM,10022,7 083 452,Engrenagem do virabrequim 145/147/155 156/164/166 Spider CITROËN FIAT 16v,144
ENGRENAGEM,10022A,46 400 041,Engrenagem do virabrequim Brava/Doblò 96/04 Marea/Palio Siena/Strada,144
ENGRENAGEM,10078,7 526 807,Engrenagem do virabrequim Uno Mille 1.0 até (11),144
ENGRENAGEM,25184,0805,C8 Engrenagem do comando admissão Berlingo 1.6 16v C3 - 1.6 16v Xsara Picasso 1.6,144
ENGRENAGEM,10072,,Engrenagem do comando Doblò/Idea/Palio Siena 1.6/1.8 16v Strada 1.8 16v (mt Etorq) 10012 Engrenagem do virabrequim Doblò/Idea/Palio Siena 1.6/1.8 16v Strada 1.8 16v (mt Etorq) FORD,144
ENGRENAGEM,20002,,06B 109 111 Engrenagem do comando A3/A4 - 1.8 set-00/jun-05 (c/mt 20/30v),144
ENGRENAGEM,25185,0805,C9 Engrenagem do comando escape Berlingo 1.6 16v C3 - 1.6 16v 16v Xsara Picasso 1.6,144
ENGRENAGEM,10023,55 218 865,Engrenagem do comando Fiorino/Palio Siena/Idea/Punto Strada 1.0/1.4 Uno Mille Fire 1.0 10012 A 46 740 344 Engrenagem do virabrequim Doblò/Fiorino/Palio Siena 1.0/1.3 01... Uno Mille 1.0 01...,144
ENGRENAGEM,43912,029 905 247 1,Engrenagem de acionamento bomba óleo do Belina/Belina II Corcel/Corcel II Del Rey/Escort Pampa/Verona,144
ENGRENAGEM,20002A,,06A 109 105 D Engrenagem do comando A3/A4 - 98/07,144
ENGRENAGEM,25186,0805,E8 Engrenagem do comando C3 - 1.4 8v (flex) 16v,144
ENGRENAGEM,10023A,46 549 864,Engrenagem do comando Fiorino/Palio 1.0/1.4 Idea/Punto/Siena Strada Fire 1.4 Uno 1.0 tds até 10012 B 55 181 243 Engrenagem do virabrequim Doblò/Fiorino Palio/Siena Uno Mille 02... (mt 1.0/1.4 8/16v),144
ENGRENAGEM,20003,029 109 111,B Engrenagem do comando motor Belina II/Corcel Del Rey/Escort Verona (1.6 c/mt CHT),144
ENGRENAGEM,20895,,06A 105 263 E Engrenagem do virabrequim A3/A4 - 98/07,144
ENGRENAGEM,25187,0513,A0 Engrenagem do virabrequim C3 - 1.4 8v,144
ENGRENAGEM,10073,4 430 773,Engrenagem intermediária Duna/Elba/Europa 147/Fiorino/Oggi Panorama/Premio Spazio/Uno 77/02 09 10006 4 430 976 Engrenagem do virabrequim Duna/Elba/Europa 147/Fiorino/Oggi Panorama/Premio Spazio/Uno 77/02,144
ENGRENAGEM,43021A,XS6E 6256,AB Engrenagem do comando II Courier/Ecosport Escort/Fiesta Focus/KA tds 8v (c/mt Zetec/Rocam),144
ENGRENAGEM,43026,,Engrenagem do comando Ecosport 2.0 03... Focus HE 2.0 03/05 Fusion 2.0 05/06 Mondeo 02/05 GENERAL MOTORS,145
ENGRENAGEM,33623A,3 835 473,Engrenagem do comando (alumínio) Caravan/Opala,145
ENGRENAGEM,10022,90 502 545,MEGANERGNE Engrenagem do virabrequim Agile 09.../Prisma Celta/Zafira 01... Corsa 94.../Montana Classic 02.../Meriva Cobalt/Spin 12... 33265 9 302 414 Engrenagem do virabrequim Chevette Chevy 500 Marajó 144,145
ENGRENAGEM,43021,,92BM 6256 AC Engrenagem do comando Fiesta 96... KA 97... (c/mt Endura),145
ENGRENAGEM,33019,9 275 041,Engrenagem acionadora do distribuidor Chevette/Chevy Marajó,145
ENGRENAGEM,33012,90 231 882,Engrenagem do comando 4/6cc Celta 1.0 8v Corsa 1.0 8v Montana 04...,145
ENGRENAGEM,33013,90 411 765,Engrenagem do virabrequim 07... Astra 99... Omega 93... 11... S10 - 95... 03... Vectra 2.0/2.2,145
ENGRENAGEM,33267,9 129 207,Engrenagem do virabrequim Corsa 1.6 16v 98/00 Meriva 1.8 16v Tigra 1.6 16v 98/00,145
ENGRENAGEM,20001F,029 105 263,A Engrenagem do virabrequim Belina II/Corcel Del Rey/Escort Verona 1.6 (c/mt CHT) 33014 90 528 769 Engrenagem do comando 500 Astra 1.8/2.0 8v Vectra 2.0 8v 97...,145
ENGRENAGEM,33034,93 326 080,Engrenagem do comando Corsa 1.0/1.6 8v Meriva 1.8 8v 02...,145
ENGRENAGEM,33013A,93 365 295,Engrenagem do virabrequim Astra 2.0 16v 99... Vectra 2.0/2.4 Zafira 2.0 16v 97...,145
ENGRENAGEM,33268,90 156 062,Engrenagem do virabrequim Ipanema/Kadett Monza 82.../Omega 02/12 S10 - 95... Vectra 2.0/2.2 8v,145
ENGRENAGEM,43025,XS6E 6306,AA Engrenagem do virabrequim II Courier/Ecosport Escort/Fiesta Focus/KA tds 8v (c/mt Zetec/Rocam) 33014 A 93 365 297 Engrenagem do comando 99... Astra 2.0 16v 99... Vectra 2.0/2.4,145
ENGRENAGEM,33261,8 966 891,Engrenagem do comando 02... Chevette Chevy 500 Marajó,145
ENGRENAGEM,33013B,90 411 766,Engrenagem do virabrequim Astra 99.../Monza Blazer/S10 - 95... 97... Ipanema/Kadett 01... Omega 2.0/2.2 93/98 Vectra 97... HONDA 89... 93... até 95,145
ENGRENAGEM,43031,,Engrenagem do virabrequim Ecosport 2.0 03... Focus HE 2.0 03/05 Fusion 2.0 05/06 Mondeo 02/05 33014 B 90 528 768 Engrenagem do comando Astra 1.8/2.0 03... 97... Corsa 1.6 16v 95... Classic/Meriva Tigra 1.6 16v 94...,145
ENGRENAGEM,33014C,93 365 296,Engrenagem do comando Vectra 1.8/2.0 95/97,145
ENGRENAGEM,33269,3 836 615,Engrenagem do virabrequim 82... Caravan/Opala 89...,145
ENGRENAGEM,28190,1 4211,RN AA01 Engrenagem do comando Civic SI 1.8 07/11 (11),145
ENGRENAGEM,43025A,,73OE 6306 A Engrenagem do virabrequim Fiesta 96... KA 97... (c/mt Endura),145
ENGRENAGEM,33623,3 835 473,Engrenagem do comando (fibra) Caravan/Opala 02...,145
ENGRENAGEM,33262,90 411 765,Engrenagem do virabrequim Agile 1.4 09... 16v Cobalt 1.4 12... Onix 1.0/1.4 8v Prisma 1.0/1.4,145
ENGRENAGEM,33264,90 354 858,Engrenagem do virabrequim 4/6cc Celta/Corsa 1.0/1.4/1.6 16v,145
ENGRENAGEM,28191,1 3620,RN AA01 Engrenagem do virabrequim Civic LX 1.8 07/14,145
ENGRENAGEM,31074,245 142 210,Engrenagem do comando Bongo K2500 07/12 H100 - 93/012 HR 05/12,146
ENGRENAGEM,29210,,Engrenagem do comando L200 GL/GLS 96/06,146
ENGRENAGEM,25186,0805,E8 Engrenagem do comando 206 - 1.4 8v (flex),146
ENGRENAGEM,47109,8200 042 037,Engrenagem do virabrequim Clio 1.0 97... Kangoo 1.0 97... Twingo 1.0 97...,146
ENGRENAGEM,29210,2421 142 210,Engrenagem do comando (vai na correia) Tucson 2.0 05...,146
ENGRENAGEM,29210,,Engrenagem do comando Bongo K2500 07/12 H100 - 93/012 HR 05/12 PEUGEOT,146
ENGRENAGEM,25188,0513,CO Engrenagem do virabrequim Partner 1.6 206 - 1.6 207 - 1.6 307 - 1.6,146
ENGRENAGEM,48250,8200 758 088,Engrenagem do virabrequim (c/chaveta) Clio/Megane 1.6 16v 00/09 (11),146
ENGRENAGEM,29210A,2421 123 000,Engrenagem do comando (gr vai na correia) Tucson 2.0 05...,146
